ANIO|AVALOR|ALCALDIA|VALOR|ADD
2026|A140592|14|4126.23|A
2026|A140602|14|1963.17|A
2026|A140610|14|776.54|A
2026|A140624|14|3147.29|A
2026|A140632|14|3151.68|A
2026|A140642|14|2591.81|A
2026|A140653|14|4642.75|A
2026|A140664|14|3698.97|A
2026|A140670|14|294.64|A
2026|A140681|14|916.25|A
2026|A140692|14|1986.40|A
2026|A140701|14|1636.74|A
2026|A140711|14|1607.71|A
2026|A140722|14|2267.94|A
2026|A140740|14|689.28|A
2026|A140752|14|2128.22|A
2026|A140761|14|1582.75|A
2026|A140773|14|3512.04|A
2026|A140784|14|3767.14|A
2026|A140797|14|8071.87|A
2026|A140801|14|1880.34|A
2026|A140814|14|6579.72|A
2026|A140824|14|4679.98|A
2026|A140832|14|2027.41|A
2026|A140844|14|2785.90|A
2026|A140853|14|5032.06|A
2026|A140863|14|2658.89|A
2026|A140870|14|737.86|A
2026|A140880|14|748.33|A
2026|A140890|14|614.94|A
2026|A140901|14|1276.38|A
2026|A140912|14|1804.59|A
2026|A140923|14|2641.83|A
2026|A140930|14|779.35|A
2026|A140943|14|5503.40|A
2026|A140952|14|2055.01|A
2026|A140961|14|1357.37|A
2026|A140971|14|1048.76|A
2026|A140983|14|3303.09|A
2026|A140992|14|2158.84|A
2026|A141004|14|9584.36|A
2026|A141012|14|3378.43|A
2026|A141022|14|2514.32|A
2026|A141034|14|3469.52|A
2026|A141044|14|4234.78|A
2026|A141057|14|5292.17|A
2026|A141064|14|3280.16|A
2026|A141071|14|8714.39|A
2026|A141081|14|1591.49|A
2026|A141099|14|343.79|A
2026|A141104|14|4051.52|A
2026|A141114|14|12963.98|A
2026|A141129|14|266.79|A
2026|A141139|14|850.62|A
2026|A141149|14|1186.71|A
2026|A141159|14|440.29|A
2026|A141161|14|8246.00|A
2026|A141174|14|4543.13|A
2026|A141182|14|3347.01|A
2026|A141190|14|92.78|A
2026|A141202|14|2513.88|A
2026|A141214|14|6133.24|A
2026|A141224|14|4189.28|A
2026|A141239|14|76.44|A
2026|A141249|14|92.90|A
2026|A141254|14|11847.42|A
2026|A141264|14|9584.36|A
2026|A141274|14|6333.27|A
2026|A141285|14|11259.96|A
2026|A141294|14|10042.82|A
2026|A141304|14|12963.98|A
2026|A141311|14|12963.98|A
2026|A141327|14|6204.23|A
2026|A141357|14|4398.36|A
2026|A150013|15|3783.05|A
2026|A150022|15|2285.67|A
2026|A150037|15|3835.14|A
2026|A150047|15|3235.65|A
2026|A150052|15|2665.60|A
2026|A150064|15|4927.42|A
2026|A150073|15|2557.73|A
2026|A150084|15|5886.43|A
2026|A150092|15|3240.51|A
2026|A150103|15|3412.24|A
2026|A150113|15|2372.02|A
2026|A150122|15|3596.78|A
2026|A150137|15|3895.65|A
2026|A150147|15|4579.65|A
2026|A150154|15|3598.38|A
2026|A150163|15|3413.71|A
2026|A150173|15|3345.21|A
2026|A160011|16|827.14|A
2026|A160022|16|3202.62|A
2026|A160031|16|1350.79|A
2026|A160041|16|1006.72|A
2026|A160052|16|2514.78|A
2026|A160061|16|1210.43|A
2026|A160072|16|2618.58|A
2026|A160080|16|748.96|A
2026|A160092|16|1880.98|A
2026|A160102|16|3141.98|A
2026|A160111|16|1230.60|A
2026|A160122|16|2756.77|A
2026|A160133|16|3394.79|A
2026|A160141|16|1244.27|A
2026|A160151|16|962.89|A
2026|A160161|16|1280.09|A
2026|A160172|16|1954.18|A
2026|A160184|16|4326.06|A
2026|A160192|16|3911.26|A
2026|A160203|16|2993.26|A
2026|A160211|16|1144.76|A
2026|A160222|16|2189.58|A
2026|A160231|16|1939.85|A
2026|A160242|16|1736.33|A
2026|A160250|16|476.40|A
2026|A160260|16|526.95|A
2026|A160270|16|502.13|A
2026|A160281|16|774.74|A
2026|A160291|16|1439.68|A
2026|A160300|16|796.38|A
2026|A160312|16|1918.26|A
2026|A160323|16|3837.04|A
2026|A160331|16|1580.85|A
2026|A160341|16|1356.39|A
2026|A160351|16|1385.07|A
2026|A160361|16|788.35|A
2026|A160371|16|1290.14|A
2026|A160382|16|2881.04|A
2026|A160392|16|3810.33|A
2026|A160400|16|438.60|A
2026|A160419|16|213.01|A
2026|A160422|16|2744.06|A
2026|A160430|16|581.89|A
2026|A160441|16|1232.37|A
2026|A160459|16|68.06|A
2026|A160463|16|2961.32|A
2026|A160474|16|3101.65|A
2026|A160483|16|3721.06|A
2026|A160493|16|3593.95|A
2026|A160509|16|125.55|A
2026|A160510|16|1054.98|A
2026|A160529|16|110.60|A
